property_id,city,locality,locality_tier,area_type,total_sqft,bhk,bath,balcony,age_years,distance_to_center_km,furnishing,facing,parking_spaces,rera_approved,nearby_schools,nearby_hospitals,price
P00618,Bengaluru,Bengaluru-Mid-2,Mid,Carpet Area,2063.3,3,4,0,10,7.57,Semi-Furnished,West,0,1,4,0,11302000.0
P00619,Mumbai,Mumbai-Mid-7,Mid,Built-up Area,1456.1,2,1,0,10,10.5,Semi-Furnished,North,1,1,3,0,22023000.0
P00620,Pune,Pune-Mid-1,Mid,Super built-up Area,1644.4,3,2,2,9,5.27,Semi-Furnished,South-East,0,0,1,1,8785000.0
P00621,Hyderabad,Hyderabad-Emerging-6,Emerging,Super built-up Area,1714.7,3,4,1,2,17.81,Unfurnished,North-East,1,1,0,1,4897000.0
P00622,Chennai,Chennai-Mid-5,Mid,Super built-up Area,1702.5,3,4,2,16,12.24,Semi-Furnished,North-East,2,1,4,2,7989000.0
P00623,Pune,Pune-Mid-6,Mid,Built-up Area,2179.3,3,4,0,5,6.66,Semi-Furnished,North,0,1,0,2,14003000.0
P00624,Hyderabad,Hyderabad-Mid-4,Mid,Super built-up Area,1887.9,3,3,0,23,14.69,Semi-Furnished,North,0,1,0,3,8257000.0
P00625,Bengaluru,Bengaluru-Premium-7,Premium,Plot Area,1642.4,3,2,1,11,1.39,Unfurnished,South-East,2,0,1,3,17474000.0
P00626,Bengaluru,Bengaluru-Emerging-3,Emerging,Super built-up Area,1066.3,3,3,2,8,18.54,Unfurnished,South-East,0,0,1,2,2991000.0
P00627,Chennai,Chennai-Emerging-1,Emerging,Plot Area,2250.7,4,4,4,8,27.4,Fully Furnished,West,2,1,4,3,6950000.0
P00628,Mumbai,Mumbai-Mid-4,Mid,Plot Area,806.4,3,3,3,1,14.57,Unfurnished,West,1,1,3,2,11738000.0
P00629,Hyderabad,Hyderabad-Premium-4,Premium,Super built-up Area,1964.2,3,3,2,0,0.82,Semi-Furnished,North,1,0,1,2,19617000.0
P00630,Chennai,Chennai-Emerging-7,Emerging,Plot Area,1039.1,2,3,1,9,14.95,Unfurnished,South,0,1,4,1,3952000.0
P00631,Hyderabad,Hyderabad-Mid-7,Mid,Built-up Area,582.7,1,2,0,11,11.48,Semi-Furnished,East,0,1,5,3,2610000.0
P00632,Mumbai,Mumbai-Premium-6,Premium,Super built-up Area,2079.5,3,4,2,2,3.0,Semi-Furnished,North-East,2,1,1,3,51908000.0
P00633,Mumbai,Mumbai-Emerging-6,Emerging,Built-up Area,1058.6,2,2,0,14,17.11,Fully Furnished,South,2,1,2,3,7167000.0
P00634,Chennai,Chennai-Mid-2,Mid,Plot Area,1680.2,4,5,1,6,11.21,Unfurnished,North-East,1,1,1,3,8298000.0
P00635,Hyderabad,Hyderabad-Mid-6,Mid,Built-up Area,1627.4,3,4,1,15,12.49,Unfurnished,South-East,1,1,0,0,9230000.0
P00636,Pune,Pune-Emerging-8,Emerging,Carpet Area,2504.2,5,5,2,7,14.21,Semi-Furnished,South-East,2,1,5,0,7302000.0
P00637,Hyderabad,Hyderabad-Mid-6,Mid,Carpet Area,1169.6,2,2,0,4,9.75,Semi-Furnished,West,0,1,2,0,7137000.0
P00638,Hyderabad,Hyderabad-Emerging-4,Emerging,Built-up Area,1828.5,3,4,2,10,26.61,Unfurnished,South-East,2,1,0,1,5730000.0
P00639,Chennai,Chennai-Premium-1,Premium,Plot Area,2038.1,4,5,2,21,3.83,Semi-Furnished,West,0,0,0,0,14526000.0
P00640,Mumbai,Mumbai-Emerging-4,Emerging,Carpet Area,962.7,2,1,1,20,25.38,Semi-Furnished,North-East,2,1,0,1,5997000.0
P00641,Delhi,Delhi-Premium-1,Premium,Super built-up Area,2010.2,3,4,2,16,2.69,Unfurnished,South,2,0,1,2,30869000.0
P00642,Mumbai,Mumbai-Emerging-4,Emerging,Built-up Area,2145.9,4,4,4,10,23.57,Fully Furnished,South-East,0,1,2,1,17202000.0
P00643,Pune,Pune-Mid-8,Mid,Plot Area,2375.5,4,4,4,8,8.6,Unfurnished,North-East,1,1,0,1,10500000.0
P00644,Mumbai,Mumbai-Mid-1,Mid,Plot Area,890.8,2,2,0,9,14.2,Fully Furnished,West,1,0,1,0,15146000.0
P00645,Delhi,Delhi-Emerging-7,Emerging,Plot Area,1787.8,4,3,0,9,17.74,Unfurnished,West,0,1,4,2,9557000.0
P00646,Mumbai,Mumbai-Emerging-6,Emerging,Built-up Area,1377.2,2,3,0,23,19.47,Unfurnished,South-East,0,1,3,1,7628000.0
P00647,Pune,Pune-Mid-7,Mid,Super built-up Area,1015.7,2,3,0,2,11.0,Semi-Furnished,South,2,1,5,2,6047000.0
P00648,Bengaluru,Bengaluru-Emerging-4,Emerging,Carpet Area,1866.2,3,3,1,7,18.1,Semi-Furnished,North-East,1,1,2,3,8538000.0
P00649,Mumbai,Mumbai-Mid-2,Mid,Carpet Area,1417.7,3,2,3,19,8.49,Unfurnished,East,1,1,1,2,23381000.0
P00650,Mumbai,Mumbai-Emerging-1,Emerging,Built-up Area,1261.8,2,2,2,2,22.0,Unfurnished,North,2,1,0,2,10100000.0
P00651,Pune,Pune-Emerging-1,Emerging,Built-up Area,918.5,2,1,0,3,17.6,Semi-Furnished,North,2,1,0,0,3342000.0
P00652,Bengaluru,Bengaluru-Mid-2,Mid,Built-up Area,1365.0,2,3,1,9,8.97,Unfurnished,South,0,1,2,0,7608000.0
P00653,Bengaluru,Bengaluru-Emerging-2,Emerging,Super built-up Area,3564.5,5,5,4,8,18.83,Fully Furnished,South,2,0,2,2,9841000.0
P00654,Chennai,Chennai-Emerging-5,Emerging,Built-up Area,1131.4,3,4,2,15,19.79,Unfurnished,South,0,1,2,0,2455000.0
P00655,Pune,Pune-Mid-8,Mid,Built-up Area,1113.8,2,3,1,23,7.46,Unfurnished,North-East,0,1,0,0,6338000.0
P00656,Chennai,Chennai-Emerging-6,Emerging,Built-up Area,2905.5,5,4,5,22,17.34,Fully Furnished,South-East,2,1,4,3,7253000.0
P00657,Bengaluru,Bengaluru-Premium-4,Premium,Built-up Area,1760.0,3,4,0,6,2.16,Fully Furnished,North,0,1,3,0,20440000.0
P00658,Chennai,Chennai-Mid-3,Mid,Carpet Area,1978.4,3,3,2,4,7.42,Semi-Furnished,South,2,1,2,2,10399000.0
P00659,Bengaluru,Bengaluru-Mid-8,Mid,Carpet Area,1674.9,2,3,2,5,6.51,Fully Furnished,East,2,0,1,0,12470000.0
P00660,Chennai,Chennai-Emerging-7,Emerging,Super built-up Area,1982.3,3,4,3,4,17.02,Fully Furnished,East,1,1,1,1,7868000.0
P00661,Bengaluru,Bengaluru-Emerging-1,Emerging,Carpet Area,1482.3,3,4,1,2,23.25,Unfurnished,North-East,0,0,0,2,4123000.0
P00662,Pune,Pune-Emerging-1,Emerging,Built-up Area,776.2,2,2,0,19,25.5,Semi-Furnished,North-East,0,1,0,1,2169000.0
P00663,Hyderabad,Hyderabad-Premium-5,Premium,Super built-up Area,2201.2,4,5,3,3,4.44,Semi-Furnished,South-East,1,1,2,2,20004000.0
P00664,Hyderabad,Hyderabad-Premium-1,Premium,Plot Area,878.9,3,2,2,9,4.97,Semi-Furnished,West,0,1,5,0,7929000.0
P00665,Pune,Pune-Premium-7,Premium,Plot Area,1427.2,3,2,3,24,0.14,Unfurnished,North-East,2,1,1,1,12255000.0
P00666,Chennai,Chennai-Mid-8,Mid,Plot Area,1768.0,3,2,1,0,10.13,Semi-Furnished,East,2,1,0,3,11083000.0
P00667,Bengaluru,Bengaluru-Premium-8,Premium,Carpet Area,1913.5,3,4,0,13,1.05,Semi-Furnished,East,1,1,2,3,18448000.0
P00668,Mumbai,Mumbai-Mid-4,Mid,Plot Area,2179.0,4,5,0,8,13.45,Semi-Furnished,South,2,1,5,3,34586000.0
P00669,Mumbai,Mumbai-Mid-7,Mid,Plot Area,1484.4,3,3,1,19,11.1,Semi-Furnished,South-East,1,1,4,1,19376000.0
P00670,Mumbai,Mumbai-Emerging-2,Emerging,Plot Area,1876.8,4,4,3,15,27.61,Semi-Furnished,East,0,1,5,3,11097000.0
P00671,Pune,Pune-Mid-2,Mid,Plot Area,1853.8,3,4,0,19,9.55,Unfurnished,West,2,1,3,0,9774000.0
P00672,Bengaluru,Bengaluru-Emerging-5,Emerging,Plot Area,1384.8,3,3,1,3,20.43,Fully Furnished,South,0,0,2,2,3643000.0
P00673,Mumbai,Mumbai-Premium-5,Premium,Carpet Area,1085.5,2,2,2,9,0.15,Fully Furnished,South,0,1,4,2,27204000.0
P00674,Hyderabad,Hyderabad-Premium-5,Premium,Built-up Area,1343.6,3,4,0,22,5.85,Unfurnished,South-East,2,0,3,1,9990000.0
P00675,Hyderabad,Hyderabad-Mid-8,Mid,Carpet Area,1636.3,3,2,2,3,14.05,Fully Furnished,East,1,1,0,0,9275000.0
P00676,Chennai,Chennai-Premium-1,Premium,Plot Area,2123.7,5,6,3,14,1.24,Semi-Furnished,North-East,0,1,0,0,18162000.0
P00677,Mumbai,Mumbai-Mid-5,Mid,Carpet Area,1212.6,2,2,2,20,8.61,Fully Furnished,South-East,1,1,4,2,15116000.0
P00678,Hyderabad,Hyderabad-Mid-1,Mid,Plot Area,1396.1,3,2,1,9,11.39,Fully Furnished,South-East,1,0,1,0,8457000.0
P00679,Bengaluru,Bengaluru-Premium-6,Premium,Plot Area,3463.4,5,5,3,0,1.65,Semi-Furnished,West,0,0,1,0,40178000.0
P00680,Mumbai,Mumbai-Premium-6,Premium,Plot Area,1081.7,2,1,1,4,4.05,Unfurnished,East,1,1,5,2,30803000.0
P00681,Delhi,Delhi-Emerging-2,Emerging,Built-up Area,500.1,1,1,1,9,23.49,Unfurnished,North,2,1,3,0,1970000.0
P00682,Bengaluru,Bengaluru-Premium-6,Premium,Built-up Area,1272.9,2,2,2,0,3.17,Semi-Furnished,East,0,0,1,2,15766000.0
P00683,Hyderabad,Hyderabad-Mid-4,Mid,Plot Area,1271.5,2,2,1,4,6.95,Unfurnished,West,2,1,0,2,8550000.0
P00684,Pune,Pune-Mid-8,Mid,Super built-up Area,1931.8,4,4,1,7,9.38,Semi-Furnished,South-East,2,1,4,2,10259000.0
P00685,Delhi,Delhi-Emerging-8,Emerging,Carpet Area,1364.7,3,2,1,6,22.58,Unfurnished,North-East,0,1,1,0,7289000.0
P00686,Hyderabad,Hyderabad-Emerging-5,Emerging,Carpet Area,1711.4,3,2,0,21,13.61,Unfurnished,North,1,1,0,1,6098000.0
P00687,Mumbai,Mumbai-Emerging-7,Emerging,Carpet Area,985.1,2,2,0,17,18.33,Unfurnished,East,2,1,5,2,7013000.0
P00688,Bengaluru,Bengaluru-Emerging-8,Emerging,Carpet Area,1890.4,4,3,4,12,20.55,Semi-Furnished,South,2,1,0,1,6152000.0
P00689,Pune,Pune-Premium-5,Premium,Carpet Area,2927.5,5,6,0,11,5.18,Unfurnished,North,0,1,4,0,22813000.0
P00690,Hyderabad,Hyderabad-Mid-5,Mid,Super built-up Area,976.4,2,1,0,8,6.15,Unfurnished,South,0,1,3,3,6719000.0
P00691,Chennai,Chennai-Mid-7,Mid,Super built-up Area,2248.3,4,4,3,16,9.88,Fully Furnished,North,0,1,5,3,8675000.0
P00692,Mumbai,Mumbai-Mid-4,Mid,Plot Area,1466.4,3,2,1,8,14.4,Fully Furnished,East,0,1,3,2,19562000.0
P00693,Pune,Pune-Premium-1,Premium,Plot Area,1808.3,3,3,1,3,3.86,Semi-Furnished,South-East,2,0,3,0,20680000.0
P00694,Bengaluru,Bengaluru-Emerging-8,Emerging,Plot Area,1044.7,2,2,1,24,20.39,Fully Furnished,East,0,1,5,1,2355000.0
P00695,Hyderabad,Hyderabad-Mid-4,Mid,Built-up Area,965.3,2,2,0,21,12.44,Semi-Furnished,South,0,1,1,2,4479000.0
P00696,Chennai,Chennai-Emerging-6,Emerging,Plot Area,1052.5,2,3,0,2,22.22,Unfurnished,North-East,2,1,5,0,2740000.0
P00697,Bengaluru,Bengaluru-Premium-1,Premium,Super built-up Area,770.7,2,1,0,23,2.42,Semi-Furnished,North,2,1,1,3,6025000.0
P00698,Pune,Pune-Premium-6,Premium,Plot Area,1180.5,2,2,1,16,0.33,Unfurnished,North-East,0,1,0,3,11641000.0
P00699,Chennai,Chennai-Emerging-7,Emerging,Carpet Area,1237.7,3,3,0,21,19.94,Semi-Furnished,South,0,1,5,2,2780000.0
P00700,Mumbai,Mumbai-Premium-7,Premium,Plot Area,1253.0,2,2,2,11,1.27,Unfurnished,West,1,0,2,1,29858000.0
P00701,Delhi,Delhi-Premium-4,Premium,Super built-up Area,1086.2,2,3,0,11,0.57,Semi-Furnished,South,1,1,3,2,20472000.0
P00702,Bengaluru,Bengaluru-Emerging-1,Emerging,Super built-up Area,593.0,1,1,1,8,26.8,Semi-Furnished,South,0,1,2,1,1568000.0
P00703,Mumbai,Mumbai-Emerging-7,Emerging,Plot Area,1455.9,2,3,0,23,17.53,Semi-Furnished,West,2,1,0,3,10075000.0
P00704,Mumbai,Mumbai-Mid-5,Mid,Plot Area,496.7,1,2,1,13,12.97,Unfurnished,East,0,1,5,2,7642000.0
P00705,Pune,Pune-Emerging-5,Emerging,Super built-up Area,1795.5,3,4,3,9,22.14,Unfurnished,East,0,1,1,1,6238000.0
P00706,Delhi,Delhi-Emerging-1,Emerging,Super built-up Area,1255.2,2,3,0,2,27.55,Semi-Furnished,East,1,1,4,2,7196000.0
P00707,Delhi,Delhi-Premium-4,Premium,Carpet Area,2389.3,4,3,1,18,4.24,Semi-Furnished,South,1,1,1,0,33579000.0
P00708,Chennai,Chennai-Premium-7,Premium,Carpet Area,1763.5,3,3,3,8,2.92,Semi-Furnished,South,0,1,0,1,15917000.0
P00709,Bengaluru,Bengaluru-Mid-4,Mid,Built-up Area,907.4,2,2,0,1,11.2,Semi-Furnished,North-East,0,0,3,1,5064000.0
P00710,Pune,Pune-Premium-6,Premium,Built-up Area,1209.4,3,4,0,10,0.07,Semi-Furnished,North-East,2,0,3,3,14279000.0
P00711,Pune,Pune-Mid-3,Mid,Built-up Area,1080.1,2,2,0,9,9.47,Unfurnished,East,1,1,1,2,5653000.0
P00712,Pune,Pune-Premium-2,Premium,Super built-up Area,1079.8,2,1,2,6,1.91,Unfurnished,North,0,0,5,0,11580000.0
P00713,Hyderabad,Hyderabad-Emerging-6,Emerging,Built-up Area,1295.0,2,3,0,20,27.94,Fully Furnished,South,0,0,1,2,2781000.0
P00714,Pune,Pune-Emerging-5,Emerging,Plot Area,1630.1,3,3,3,23,20.36,Semi-Furnished,East,1,1,0,1,4048000.0
P00715,Chennai,Chennai-Mid-4,Mid,Super built-up Area,1206.7,2,2,0,15,11.9,Unfurnished,West,0,1,4,2,4942000.0
P00716,Delhi,Delhi-Emerging-8,Emerging,Carpet Area,1536.1,3,2,2,16,18.34,Unfurnished,West,1,0,2,1,7942000.0
P00717,Delhi,Delhi-Premium-7,Premium,Plot Area,1737.8,3,2,2,15,3.09,Fully Furnished,North,1,0,3,2,23616000.0
P00718,Hyderabad,Hyderabad-Premium-7,Premium,Plot Area,1713.5,3,2,0,13,5.21,Fully Furnished,South-East,0,1,2,3,15693000.0
P00719,Chennai,Chennai-Emerging-7,Emerging,Carpet Area,2314.8,4,5,1,4,25.77,Unfurnished,North-East,0,0,2,0,5512000.0
P00720,Mumbai,Mumbai-Emerging-4,Emerging,Super built-up Area,1240.5,3,2,0,13,13.45,Unfurnished,South,0,0,4,0,9247000.0
P00721,Bengaluru,Bengaluru-Emerging-4,Emerging,Super built-up Area,426.6,1,1,1,6,23.77,Unfurnished,South-East,0,0,4,1,1755000.0
P00722,Hyderabad,Hyderabad-Mid-2,Mid,Plot Area,2305.9,4,4,2,18,9.76,Unfurnished,East,1,1,1,1,12434000.0
P00723,Mumbai,Mumbai-Mid-7,Mid,Plot Area,1641.7,3,3,1,12,6.08,Fully Furnished,South-East,2,1,2,2,29803000.0
P00724,Hyderabad,Hyderabad-Emerging-3,Emerging,Plot Area,1142.5,2,2,0,13,16.29,Semi-Furnished,South-East,0,1,2,0,3138000.0
P00725,Chennai,Chennai-Mid-1,Mid,Super built-up Area,760.4,2,1,2,16,8.05,Fully Furnished,East,0,1,5,2,3648000.0
P00726,Mumbai,Mumbai-Mid-7,Mid,Plot Area,1630.6,3,3,2,2,10.12,Unfurnished,North-East,0,1,5,0,24313000.0
P00727,Mumbai,Mumbai-Emerging-5,Emerging,Plot Area,1417.3,3,2,0,1,24.85,Semi-Furnished,North-East,2,1,5,2,14481000.0
P00728,Pune,Pune-Premium-1,Premium,Built-up Area,1095.0,2,2,1,17,4.69,Unfurnished,West,1,1,5,1,7889000.0
P00729,Delhi,Delhi-Premium-1,Premium,Built-up Area,875.8,2,3,0,21,0.23,Fully Furnished,North-East,2,1,2,2,13321000.0
P00730,Bengaluru,Bengaluru-Emerging-3,Emerging,Carpet Area,1065.9,2,2,2,2,13.06,Unfurnished,North,1,1,3,3,3591000.0
P00731,Pune,Pune-Mid-2,Mid,Super built-up Area,1821.6,4,4,0,7,12.44,Fully Furnished,West,2,0,4,1,10342000.0
P00732,Chennai,Chennai-Premium-8,Premium,Super built-up Area,1072.2,2,1,1,13,1.83,Unfurnished,North-East,0,1,2,2,9213000.0
P00733,Hyderabad,Hyderabad-Mid-4,Mid,Carpet Area,2864.1,5,6,3,8,11.05,Semi-Furnished,South,0,1,2,1,17952000.0
P00734,Pune,Pune-Emerging-5,Emerging,Carpet Area,2040.1,3,2,2,9,18.68,Unfurnished,North-East,1,1,3,0,7112000.0
P00735,Chennai,Chennai-Premium-2,Premium,Plot Area,1091.4,2,1,2,17,0.05,Semi-Furnished,North-East,2,1,1,2,7871000.0
P00736,Delhi,Delhi-Emerging-7,Emerging,Plot Area,407.3,1,2,1,11,21.03,Unfurnished,East,1,1,5,2,1751000.0
P00737,Bengaluru,Bengaluru-Mid-4,Mid,Carpet Area,1689.2,3,4,2,10,10.41,Unfurnished,North-East,0,0,2,1,9251000.0
P00738,Mumbai,Mumbai-Emerging-4,Emerging,Plot Area,1134.4,2,1,0,7,24.41,Semi-Furnished,West,0,1,2,2,9646000.0
P00739,Chennai,Chennai-Emerging-1,Emerging,Super built-up Area,1495.1,3,4,2,17,15.09,Semi-Furnished,East,1,1,3,1,4573000.0
P00740,Bengaluru,Bengaluru-Mid-1,Mid,Plot Area,2432.0,4,5,0,15,10.85,Semi-Furnished,East,0,1,4,0,11146000.0
P00741,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,1041.2,2,3,0,23,12.25,Unfurnished,West,0,1,2,1,10063000.0
P00742,Delhi,Delhi-Emerging-1,Emerging,Built-up Area,903.2,2,3,1,15,19.91,Fully Furnished,West,2,1,0,1,3922000.0
P00743,Pune,Pune-Emerging-4,Emerging,Super built-up Area,1865.6,3,4,3,22,12.75,Fully Furnished,South,2,1,0,1,5246000.0
P00744,Pune,Pune-Mid-7,Mid,Plot Area,1024.2,2,3,2,17,5.16,Fully Furnished,North,1,1,1,1,6048000.0
P00745,Chennai,Chennai-Premium-3,Premium,Super built-up Area,1796.1,3,2,1,22,2.9,Fully Furnished,South,2,1,2,3,12055000.0
P00746,Hyderabad,Hyderabad-Mid-6,Mid,Plot Area,1707.8,3,2,3,6,7.53,Unfurnished,North-East,2,0,1,1,10424000.0
P00747,Bengaluru,Bengaluru-Mid-6,Mid,Plot Area,2178.0,3,4,0,19,12.75,Unfurnished,East,0,0,0,2,10763000.0
P00748,Delhi,Delhi-Premium-7,Premium,Plot Area,998.8,2,3,0,8,3.57,Semi-Furnished,South,0,1,1,3,17620000.0
P00749,Bengaluru,Bengaluru-Emerging-4,Emerging,Super built-up Area,1970.9,3,2,2,23,17.51,Unfurnished,South,2,1,0,2,5991000.0
P00750,Delhi,Delhi-Emerging-8,Emerging,Carpet Area,1442.0,3,4,0,20,21.39,Semi-Furnished,North-East,2,1,1,3,5769000.0
P00751,Mumbai,Mumbai-Emerging-1,Emerging,Carpet Area,2184.6,4,5,4,3,17.38,Unfurnished,North-East,1,1,5,0,21139000.0
P00752,Chennai,Chennai-Mid-7,Mid,Built-up Area,2596.1,4,4,2,9,13.18,Unfurnished,North,0,1,1,3,13282000.0
P00753,Hyderabad,Hyderabad-Mid-4,Mid,Carpet Area,1206.7,2,1,1,3,6.39,Fully Furnished,East,1,1,2,3,7381000.0
P00754,Mumbai,Mumbai-Premium-4,Premium,Carpet Area,1484.5,3,2,2,10,5.25,Unfurnished,East,1,0,4,3,42449000.0
P00755,Hyderabad,Hyderabad-Premium-7,Premium,Built-up Area,1099.6,2,2,1,1,1.81,Semi-Furnished,South-East,1,1,3,3,11130000.0
P00756,Pune,Pune-Mid-5,Mid,Plot Area,1240.4,3,2,3,15,6.65,Semi-Furnished,North,1,1,4,3,5722000.0
P00757,Mumbai,Mumbai-Mid-8,Mid,Carpet Area,1155.5,2,3,2,14,11.37,Fully Furnished,South,0,1,3,2,13743000.0
P00758,Bengaluru,Bengaluru-Emerging-4,Emerging,Carpet Area,1282.8,2,3,2,3,19.3,Semi-Furnished,West,2,1,2,0,4352000.0
P00759,Hyderabad,Hyderabad-Mid-5,Mid,Carpet Area,522.9,1,2,0,16,7.93,Semi-Furnished,North,1,1,3,0,3065000.0
P00760,Delhi,Delhi-Mid-4,Mid,Plot Area,1904.1,4,5,3,14,13.28,Fully Furnished,North-East,2,1,0,0,16340000.0
P00761,Chennai,Chennai-Emerging-2,Emerging,Carpet Area,664.7,1,1,1,2,24.23,Semi-Furnished,North-East,0,1,3,3,1866000.0
P00762,Chennai,Chennai-Mid-5,Mid,Super built-up Area,1927.6,3,3,1,20,11.15,Semi-Furnished,North,0,1,0,0,7657000.0
P00763,Delhi,Delhi-Premium-3,Premium,Plot Area,988.0,2,1,2,1,4.66,Unfurnished,South,2,0,3,1,19161000.0
P00764,Delhi,Delhi-Mid-4,Mid,Carpet Area,1170.5,2,2,2,23,5.28,Semi-Furnished,North,1,0,4,1,10800000.0
P00765,Delhi,Delhi-Mid-2,Mid,Built-up Area,1250.3,2,3,1,12,13.4,Fully Furnished,West,0,1,2,0,10406000.0
P00766,Hyderabad,Hyderabad-Mid-7,Mid,Carpet Area,973.7,2,2,2,3,5.33,Semi-Furnished,North-East,0,1,4,3,5978000.0
P00767,Mumbai,Mumbai-Emerging-4,Emerging,Super built-up Area,1936.5,3,3,1,24,27.83,Unfurnished,North,0,1,0,3,13702000.0
P00768,Bengaluru,Bengaluru-Mid-7,Mid,Built-up Area,2604.0,5,6,1,4,14.4,Unfurnished,North,1,1,2,2,16457000.0
P00769,Pune,Pune-Mid-5,Mid,Plot Area,1213.8,2,2,1,10,8.02,Unfurnished,West,2,1,0,1,7223000.0
P00770,Chennai,Chennai-Emerging-3,Emerging,Plot Area,591.3,1,2,0,4,23.05,Unfurnished,North,2,1,0,1,1862000.0
P00771,Bengaluru,Bengaluru-Mid-6,Mid,Plot Area,695.9,1,2,0,23,12.75,Fully Furnished,North,0,0,4,2,3027000.0
P00772,Delhi,Delhi-Emerging-1,Emerging,Plot Area,1792.4,3,2,2,6,26.34,Semi-Furnished,North-East,2,1,3,1,8411000.0
P00773,Delhi,Delhi-Mid-7,Mid,Super built-up Area,1295.0,2,1,0,2,11.95,Unfurnished,West,2,1,3,3,16809000.0
P00774,Bengaluru,Bengaluru-Premium-5,Premium,Carpet Area,1872.7,3,4,0,5,4.6,Unfurnished,North,1,0,0,1,22218000.0
P00775,Chennai,Chennai-Mid-1,Mid,Carpet Area,1320.1,2,1,2,19,7.99,Unfurnished,South-East,0,1,4,1,6814000.0
P00776,Delhi,Delhi-Premium-4,Premium,Carpet Area,504.3,1,2,1,23,4.26,Semi-Furnished,South-East,2,0,4,1,6875000.0
P00777,Pune,Pune-Emerging-5,Emerging,Built-up Area,459.7,1,1,1,11,16.73,Fully Furnished,South,2,1,0,1,1135000.0
P00778,Pune,Pune-Emerging-7,Emerging,Carpet Area,1679.7,3,4,1,4,22.55,Semi-Furnished,East,2,0,3,3,5757000.0
P00779,Pune,Pune-Mid-7,Mid,Carpet Area,1155.2,2,3,1,13,14.23,Semi-Furnished,South,1,0,2,0,6461000.0
P00780,Hyderabad,Hyderabad-Emerging-2,Emerging,Carpet Area,1777.5,3,3,2,14,21.65,Fully Furnished,North-East,2,1,2,2,4749000.0
P00781,Delhi,Delhi-Mid-3,Mid,Built-up Area,1108.7,2,1,1,22,6.51,Unfurnished,South,0,0,1,1,7548000.0
P00782,Delhi,Delhi-Mid-8,Mid,Carpet Area,1424.2,3,3,3,0,8.5,Fully Furnished,South,2,1,4,3,17040000.0
P00783,Bengaluru,Bengaluru-Emerging-8,Emerging,Carpet Area,581.7,1,2,0,0,21.05,Unfurnished,North-East,2,1,4,2,2280000.0
P00784,Hyderabad,Hyderabad-Premium-4,Premium,Carpet Area,1364.1,3,4,3,20,1.45,Fully Furnished,East,1,0,1,1,12013000.0
P00785,Delhi,Delhi-Emerging-3,Emerging,Built-up Area,1359.1,3,3,2,10,20.85,Unfurnished,North,2,1,5,2,6987000.0
P00786,Pune,Pune-Emerging-7,Emerging,Built-up Area,829.7,2,3,0,1,25.95,Semi-Furnished,North,0,1,3,3,2489000.0
P00787,Delhi,Delhi-Mid-1,Mid,Built-up Area,1331.0,3,3,0,1,13.99,Unfurnished,North-East,2,1,0,3,12390000.0
P00788,Delhi,Delhi-Emerging-3,Emerging,Carpet Area,1050.6,2,1,0,16,22.52,Semi-Furnished,North,0,0,1,2,4983000.0
P00789,Pune,Pune-Emerging-5,Emerging,Built-up Area,1401.7,3,4,2,24,12.69,Semi-Furnished,West,0,1,4,3,4478000.0
P00790,Pune,Pune-Mid-1,Mid,Built-up Area,1312.7,3,2,3,6,9.29,Semi-Furnished,North-East,0,1,1,2,7416000.0
P00791,Mumbai,Mumbai-Premium-4,Premium,Plot Area,1168.6,2,2,2,2,4.06,Unfurnished,North,1,1,1,0,26607000.0
P00792,Hyderabad,Hyderabad-Premium-7,Premium,Carpet Area,1122.8,2,2,2,5,5.17,Unfurnished,North-East,0,1,2,2,11066000.0
P00793,Mumbai,Mumbai-Premium-1,Premium,Plot Area,1198.9,3,2,0,12,0.84,Semi-Furnished,North-East,0,1,5,3,31294000.0
P00794,Bengaluru,Bengaluru-Premium-8,Premium,Carpet Area,1194.1,2,1,0,20,4.97,Fully Furnished,North,2,0,3,0,10290000.0
P00795,Delhi,Delhi-Emerging-6,Emerging,Plot Area,2258.7,5,6,2,20,26.73,Unfurnished,East,1,0,3,0,10253000.0
P00796,Bengaluru,Bengaluru-Emerging-4,Emerging,Plot Area,1713.5,3,3,0,19,21.47,Unfurnished,South,0,1,1,0,4442000.0
P00797,Hyderabad,Hyderabad-Premium-6,Premium,Plot Area,1648.6,3,3,0,0,3.87,Semi-Furnished,North-East,2,1,2,0,18590000.0
P00798,Bengaluru,Bengaluru-Premium-2,Premium,Built-up Area,2221.9,4,5,3,13,3.89,Unfurnished,East,0,1,5,2,20070000.0
P00799,Bengaluru,Bengaluru-Emerging-6,Emerging,Plot Area,423.4,1,2,1,13,21.47,Semi-Furnished,West,0,0,5,0,1231000.0
P00800,Pune,Pune-Mid-5,Mid,Built-up Area,1989.7,4,5,2,13,10.29,Unfurnished,North-East,0,1,4,0,10882000.0
P00801,Chennai,Chennai-Mid-2,Mid,Plot Area,1634.4,3,4,3,11,7.87,Semi-Furnished,West,2,1,2,0,7267000.0
P00802,Bengaluru,Bengaluru-Mid-3,Mid,Super built-up Area,2372.3,5,6,2,19,6.27,Unfurnished,South,1,1,4,0,13563000.0
P00803,Chennai,Chennai-Mid-7,Mid,Carpet Area,3287.4,5,4,1,7,8.61,Semi-Furnished,West,2,1,4,3,16432000.0
